Zooniverse ID,Classification count,Page ID,Image scale,Type,Coords,Value
ASC00032hx,7,28309014,0.4623513870541612,Page keywords,[],"[""Horticultural Garden"", ""State of Weather at  Chadwick"", ""rain"", ""spring planting guide"", ""summer planting guide"", ""spring-flowering bulbs"", ""annuals"", ""tulips"", ""weather near London"", ""Covent-Garden Market April 28"", ""1834"", ""fruit prices"", ""vegetables"", ""pies"", ""apples"", ""grapes"", ""strawberries"", ""nut prices"", ""cucumbers"", ""Weather"", ""Chiswick"", ""April"", ""1843"", ""average"", ""Prices"", ""Fruits"", ""Vegetables"", ""Covent Garden Market"", ""weather"", ""temperature"", ""pressure"", ""wind"", ""garden memoranda""]"
ASC00032hx,7,28309014,0.4623513870541612,chart,"[0, 0, 633, 536, 301, 186]","{""keywords""=>[""Horticultural Garden"", ""State of Weather at  Chadwick"", ""rain"", ""spring planting guide"", ""summer planting guide"", ""spring-flowering bulbs"", ""annuals"", ""tulips"", ""weather near London"", ""Weather"", ""Chiswick"", ""April"", ""1843"", ""average"", ""garden memoranda"", ""weather"", ""temperature"", ""pressure"", ""wind""]}"
ASC00032hx,7,28309014,0.4623513870541612,chart,"[0, 0, 635, 1017, 298, 304]","{""keywords""=>[""Covent-Garden Market April 28"", ""1834"", ""fruit prices"", ""vegetables"", ""pies"", ""apples"", ""grapes"", ""strawberries"", ""nut prices"", ""cucumbers"", ""Prices"", ""Fruits"", ""Vegetables"", ""April"", ""1843"", ""Covent Garden Market""]}"
ASC00032hx,7,28309014,0.4623513870541612,chart,"[0, 0, 634, 710, 300, 103]","{""keywords""=>[""weather"", ""temperature"", ""pressure"", ""wind"", ""rain"", ""garden memoranda""]}"
ASC00032h8,8,28309108,0.4606778545574202,Page keywords,[],"[""insects"", ""lackey moth"", ""moth"", ""caterpillar"", ""Butterfly"", ""Catapillar"", ""insect""]"
ASC00032h8,8,28309108,0.4606778545574202,drawing,"[0, 0, 370, 402, 280, 218]","{""keywords""=>[""insects"", ""lackey moth"", ""moth"", ""caterpillar"", ""Butterfly"", ""Catapillar"", ""insect""]}"
ASC00032h8,8,28309108,0.4606778545574202,species,"[496, 464, 0, 0, 0, 0]","{""common""=>[""Lackey moth"", ""Lackey Moth"", ""Lackey caterpillar""], ""scientific""=>[""Neus tria"", """", ""Bombyx Clisiocampus Neustria""]}"
ASC00032go,8,28309110,0.45992115637319314,Page keywords,[],"[""seed""]"
ASC00032go,8,28309110,0.45992115637319314,drawing,"[0, 0, 357, 790, 54, 60]","{""keywords""=>[""seed""]}"
ASC00032i8,7,28309127,0.4608294930875576,Page keywords,[],"[""trellis for climbers"", ""Trellis for Climbers"", ""Treatment of Rose de Lisle for Stocks"", ""trellis"", ""gardening"", ""landscaping"", ""rose"", ""climbing plants"", ""potted plants"", ""roses"", ""herbage"", ""potatoes"", ""minerals"", ""rape"", ""straw"", ""vetch"", ""Diagram"", ""trellis ""]"
ASC00032i8,7,28309127,0.4608294930875576,drawing,"[0, 0, 339, 478, 266, 460]","{""keywords""=>[""trellis for climbers"", ""Trellis for Climbers"", ""Treatment of Rose de Lisle for Stocks"", ""trellis"", ""gardening"", ""landscaping"", ""Diagram"", ""trellis ""]}"
ASC00032hl,5,28309130,0.4605263157894737,Page keywords,[],"[""pottery"", ""stakeholder"", ""gardening"", ""plant support"", ""Pillar Roses"", ""plant"", ""stake-holder"", ""support""]"
ASC00032hl,5,28309130,0.4605263157894737,drawing,"[0, 0, 653, 927, 283, 108]","{""keywords""=>[""pottery"", ""stakeholder"", ""gardening"", ""plant support"", ""Pillar Roses"", ""plant"", ""stake-holder"", ""support""]}"
ASC00032jh,8,28309138,0.45992115637319314,Page keywords,[],"[""Apiary"", ""hive"", ""patent"", ""frame-hive"", ""beehive"", ""bees""]"
ASC00032jh,8,28309138,0.45992115637319314,drawing,"[0, 0, 63, 800, 284, 290]","{""keywords""=>[""Apiary"", ""hive"", ""patent"", ""frame-hive"", ""beehive""]}"
ASC00032rm,7,28309162,0.45946832950443056,Page keywords,[],"[""drain"", ""ditch"", ""explaining"", ""diagram"", ""drains"", ""land drainage"", ""draining"", ""water""]"
ASC00032rm,7,28309162,0.45946832950443056,drawing,"[0, 0, 652, 821, 281, 142]","{""keywords""=>[""drain"", ""ditch"", ""explaining"", ""diagram"", ""drains"", ""land drainage"", ""draining"", ""water""]}"
ASC00032a0,5,28309178,0.4606778545574202,Page keywords,[],"[""pear"", ""pale"", ""citron-yellow"", ""fruit"", ""drawing"", ""line drawing"", ""smooth"", ""skin"", ""eye"", ""calyx"", ""reflexed"", ""Turnips"", ""water"", ""nitrogen"", ""potash"", ""soda"", ""lime"", ""magnesia"", ""sulpuric acid"", ""phosporic acid"", ""chlorine"", ""carbon"", ""hydrogen"", ""oxygen"", ""alumnins"", ""silica"", ""oxide of manganese and iron"", ""rape"", ""carbon of manganese and iron"", ""oxide""]"
ASC00032a0,5,28309178,0.4606778545574202,drawing,"[0, 0, 359, 118, 282, 651]","{""keywords""=>[""pear"", ""pale"", ""citron-yellow"", ""fruit"", ""drawing"", ""line drawing"", ""smooth"", ""skin"", ""eye"", ""calyx"", ""reflexed""]}"
ASC0003292,7,28309194,0.4612850082372323,Page keywords,[],"[""A machine for preparing oil cloth"", ""machine"", ""press"", ""print "", ""oil-cloth"", ""frostproofing"", ""cold frames"", ""oil cloth machine"", ""side view"", ""cloth impregnating"", ""oblique view""]"
ASC0003292,7,28309194,0.4612850082372323,drawing,"[0, 0, 333, 248, 287, 349]","{""keywords""=>[""A machine for preparing oil cloth"", ""machine"", ""press"", ""print "", ""oil-cloth"", ""frostproofing"", ""cold frames""]}"
ASC000329s,5,28309196,0.46296296296296297,Page keywords,[],"[""rake"", ""fork"", ""leaf"", ""leaves"", ""yard work"", ""lawn"", ""leaf fork""]"
ASC000329s,5,28309196,0.46296296296296297,drawing,"[0, 0, 58, 434, 277, 140]","{""keywords""=>[""rake"", ""fork"", ""leaf"", ""leaves"", ""yard work"", ""lawn"", ""leaf fork""]}"
ASC00032dn,7,28309208,0.4638833664678595,Page keywords,[],"[""insect' Termes fatidicum of Linn. is echraceous"", ""am"", ""woodlouse"", ""deathwatch"", ""insect"", ""insects"", ""heads"", ""palpi"", ""antennae"", ""thoraxes"", ""abdomens"", ""legs"", ""segments"", ""wood louse"", ""death-watch"", ""superstitious"", ""omen"", ""Atropos pulsatorius""]"
ASC00032dn,7,28309208,0.4638833664678595,drawing,"[0, 0, 357, 567, 282, 153]","{""keywords""=>[""insect' Termes fatidicum of Linn. is echraceous"", ""am"", ""woodlouse"", ""deathwatch"", ""insect"", ""insects"", ""heads"", ""palpi"", ""antennae"", ""thoraxes"", ""abdomens"", ""legs"", ""segments"", ""wood louse"", ""death-watch"", ""superstitious"", ""omen"", ""Atropos pulsatorius""]}"
ASC00032dn,7,28309208,0.4638833664678595,species,"[456, 624, 0, 0, 0, 0]","{""common""=>["""", ""Wood louse Death-Watch""], ""scientific""=>[""Atropos pulsatorius"", ""Termis fatidicum""]}"
ASC00032dw,7,28309223,0.46265697290152014,Page keywords,[],"[""Falkland Islands"", ""grass"", ""tussock"", ""tussack"", ""bulrushes"", ""cornflags"", ""penguins"", ""tussac grass"", ""Festuca flabella"", ""Poa flabellata "", ""pinguins""]"
ASC00032dw,7,28309223,0.46265697290152014,drawing,"[0, 0, 30, 703, 560, 387]","{""keywords""=>[""Falkland Islands"", ""grass"", ""tussock"", ""tussack"", ""tussac grass"", ""Festuca flabella"", ""Poa flabellata "", ""pinguins""]}"
ASC00032dw,7,28309223,0.46265697290152014,species,"[239, 846, 0, 0, 0, 0]","{""common""=>[""Tussack grass"", """", ""Tussac grass""], ""scientific""=>[""Fescuta flabellata"", """", ""Festuca flabella (Poa flabellata) ""]}"
ASC00032ee,7,28309233,0.45931758530183725,Page keywords,[],"[""root"", ""cross bred"", ""3 species of Gladiolus"", ""monsters"", ""cross breeding"", ""gladiolus"", ""corm"", ""irregular"", ""anomaly"", ""roots"", ""hybrid"", ""mystery""]"
ASC00032ee,7,28309233,0.45931758530183725,drawing,"[0, 0, 56, 817, 355, 196]","{""keywords""=>[""3 species of Gladiolus"", ""monsters"", ""cross breeding"", ""gladiolus"", ""corm"", ""irregular"", ""anomaly"", ""roots"", ""hybrid"", ""mystery""]}"
ASC00032ee,7,28309233,0.45931758530183725,species,"[240, 919, 0, 0, 0, 0]","{""common""=>[""gladiolus"", ""Gladioli"", ""Gladiolus roots""], ""scientific""=>["""", ""cross bred Hippeastrum""]}"
ASC00032pr,7,28309255,0.462198745460548,Page keywords,[],"[""plants"", ""plant"", ""hanging"", ""orchid"", ""display"", ""suspend"", ""gardening"", ""hanging basket""]"
ASC00032pr,7,28309255,0.462198745460548,drawing,"[0, 0, 322, 231, 185, 312]","{""keywords""=>[""plants"", ""plant"", ""hanging"", ""orchid"", ""display"", ""suspend"", ""gardening"", ""hanging basket""]}"
ASC000329n,5,28309276,0.4612850082372323,Page keywords,[],"[""oak"", ""gall"", ""Cynipoideae"", ""pedicle"", ""leaf"", ""spangles"", ""insects"", ""silk-button-galls"", ""leaves""]"
ASC000329n,5,28309276,0.4612850082372323,drawing,"[0, 0, 377, 532, 281, 273]","{""keywords""=>[""oak"", ""insects"", ""silk-button-galls"", ""leaves"", ""leaf""]}"
ASC000329n,5,28309276,0.4612850082372323,species,"[539, 667, 0, 0, 0, 0]","{""common""=>[""Oak Spangles"", ""Silk-Button-Galls"", ""Oak"", ""Silk Button Galls""], ""scientific""=>[""""]}"
ASC00032ab,7,28309277,0.4612850082372323,Page keywords,[],"[""structure"", ""construction"", ""building"", ""architecture"", ""plan"", ""bee keeping"", ""bee hive""]"
ASC00032ab,7,28309277,0.4612850082372323,drawing,"[0, 0, 325, 429, 280, 424]","{""keywords""=>[""structure"", ""construction"", ""building"", ""architecture"", ""plan"", ""bee hive""]}"
ASC00032k9,7,28309286,0.46022353714661407,Page keywords,[],"[""horticultural"", ""building"", ""heating"", ""hot water"", ""greenhouse"", ""horticultural building"", ""hot water."", ""harvest""]"
ASC00032k9,7,28309286,0.46022353714661407,drawing,"[0, 0, 609, 492, 284, 158]","{""keywords""=>[""horticultural"", ""building"", ""heating"", ""hot water"", ""greenhouse"", ""horticultural building"", ""hot water.""]}"
ASC00032r2,6,28309315,0.46022353714661407,Page keywords,[],"[""trench"", ""drain"", ""diagram\r\n"", ""diagram"", ""gardening"", ""gardens"", ""trench digging"", ""soil"", ""draining""]"
ASC00032r2,6,28309315,0.46022353714661407,drawing,"[0, 0, 477, 464, 131, 137]","{""keywords""=>[""trench"", ""drain"", ""diagram"", ""gardening"", ""gardens"", ""trench digging"", ""soil"", ""draining""]}"
ASC00032r2,6,28309315,0.46022353714661407,drawing,"[0, 0, 319, 611, 115, 123]","{""keywords""=>[""diagram"", ""gardening"", ""trench"", ""gardens"", ""trench digging"", ""soil"", ""draining""]}"
ASC00032r2,6,28309315,0.46022353714661407,drawing,"[0, 0, 598, 128, 195, 62]","{""keywords""=>[""diagram\r\n"", ""gardening"", ""trench"", ""gardens"", ""trench digging"", ""soil"", ""draining""]}"
ASC00032r2,6,28309315,0.46022353714661407,drawing,"[0, 0, 694, 249, 190, 141]","{""keywords""=>[""diagram"", ""gardening"", ""trench"", ""gardens"", ""trench digging"", ""soil"", ""draining""]}"
ASC00032r2,6,28309315,0.46022353714661407,drawing,"[0, 0, 453, 1120, 168, 141]","{""keywords""=>[""draining""]}"
ASC00032ro,6,28309318,0.461133069828722,Page keywords,[],"[""garden"", ""spruce fir"", ""tree"", ""pine"", ""spruce"", ""fir"", ""gardeners' chronicle""]"
ASC00032ro,6,28309318,0.461133069828722,drawing,"[0, 0, 473, 301, 183, 309]","{""keywords""=>[""garden"", ""spruce fir"", ""tree"", ""pine"", ""spruce"", ""fir"", ""gardeners' chronicle""]}"
ASC00032ro,6,28309318,0.461133069828722,species,"[672, 415, 0, 0, 0, 0]","{""common""=>[""blank"", ""spruce fir"", ""Spruce fir"", ""Spruce Fir""], ""scientific""=>[""blank"", """"]}"
ASC00032kg,6,28309348,0.4612850082372323,Page keywords,[],"[""#mite"", ""branch"", ""tick"", ""mite"", ""tree"", ""arthropod"", ""eggs"", ""adult""]"
ASC00032kg,6,28309348,0.4612850082372323,drawing,"[0, 0, 349, 437, 287, 228]","{""keywords""=>[""#mite"", ""branch"", ""tick"", ""mite"", ""tree"", ""arthropod"", ""eggs"", ""adult""]}"
ASC00032kq,6,28309362,0.4605263157894737,Page keywords,[],"[""hothouse"", ""hothouses"", ""conservatory"", ""conservatories"", ""iron"", ""wood"", ""building"", ""heating"", ""greenhouse""]"
ASC00032kq,6,28309362,0.4605263157894737,drawing,"[0, 0, 70, 621, 291, 197]","{""keywords""=>[""hothouse"", ""hothouses"", ""conservatory"", ""conservatories"", ""iron"", ""wood"", ""building"", ""heating"", ""greenhouse""]}"
ASC00032qt,6,28309385,0.4581151832460733,Page keywords,[],"[""gardening"", ""insect pests"", ""small white-scale"", ""Oleander scale"", ""Aspidiotus nerii"", ""leaf"", ""bug"", ""insect"", ""White-scale"", ""microscopic view""]"
ASC00032qt,6,28309385,0.4581151832460733,drawing,"[0, 0, 365, 1014, 285, 244]","{""keywords""=>[""gardening"", ""insect pests"", ""small white-scale"", ""Oleander scale"", ""Aspidiotus nerii"", ""leaf"", ""bug"", ""insect"", ""White-scale""]}"
ASC00032qt,6,28309385,0.4581151832460733,inscription,"[519, 1143, 0, 0, 0, 0]","{""text""=>[""3"", ""4"", ""2"", ""5"", ""1"", ""8"", ""7"", ""6""]}"
ASC00032eb,7,28309413,0.46265697290152014,Page keywords,[],"[""plants"", ""trellis for climbers"", ""insects"", ""trellis"", ""white-shouldered wollen-moth"", ""pot"", ""moth"", ""wings"", ""antennae"", ""thorax"", ""abdomen"", ""legs"", ""caterpillar"", ""chrysalis"", "" moth"", ""larval form"", ""moths"", ""woollen-moth"", ""white-shouldered woollen-moth"", ""climbers"", ""climbing plants"", ""plant trellis""]"
ASC00032eb,7,28309413,0.46265697290152014,drawing,"[0, 0, 386, 539, 263, 459]","{""keywords""=>[""plants"", ""trellis for climbers"", ""trellis"", ""pot"", ""climbers"", ""climbing plants"", ""plant trellis""]}"
ASC00032eb,7,28309413,0.46265697290152014,drawing,"[0, 0, 664, 328, 279, 142]","{""keywords""=>[""insects"", ""white-shouldered wollen-moth"", ""moth"", ""wings"", ""antennae"", ""thorax"", ""abdomen"", ""legs"", ""caterpillar"", ""chrysalis"", "" moth"", ""larval form"", ""moths"", ""woollen-moth"", ""white-shouldered woollen-moth""]}"
ASC00032f4,7,28309416,0.4623513870541612,Page keywords,[],"[""Basket or bucket"", ""vine cultivation"", ""pot"", ""gardening"", ""vines"", ""pots"", ""training"", ""plant container with a semi circular plant support"", ""basket""]"
ASC00032f4,7,28309416,0.4623513870541612,drawing,"[0, 0, 640, 1027, 114, 204]","{""keywords""=>[""Basket or bucket"", ""vine cultivation"", ""pot"", ""gardening"", ""vines"", ""pots"", ""training"", ""basket""]}"
ASC00032t4,6,28309452,0.46022353714661407,Page keywords,[],"[""water-gutters boiler stephenson pipes cistern"", ""hot water heating"", ""Stephenson boiler""]"
ASC00032t7,8,28309453,0.461133069828722,Page keywords,[],"[""gardening"", ""heating"", ""hot water"", ""plans"", ""cistern"", ""boiler"", ""heat"", ""gutters"", ""pit"", ""brickwork"", ""bricks""]"
ASC00032mm,7,28309518,0.4608294930875576,Page keywords,[],"[""#insect"", ""insect"", ""scale"", ""parasit"", ""microscopic view"", ""eggs"", ""bugs"", ""pests"", ""leaves"", ""plant"", ""leaf"", ""parasite""]"
ASC00032n8,6,28309534,0.46265697290152014,Page keywords,[],"[""hothouse"", ""floor heating"", ""tank system"", ""fire escape route"", ""heating"", ""green-house"", ""gardening"", ""water tank"", ""hot house"", ""Hothouse heating"", ""tanks"", ""hothouses"", ""hot water"", ""steam""]"
ASC00032n8,6,28309534,0.46265697290152014,drawing,"[0, 0, 84, 330, 286, 231]","{""keywords""=>[""hothouse"", ""floor heating"", ""tank system"", ""heating"", ""green-house"", ""Hothouse heating"", ""tanks"", ""hothouses"", ""hot water"", ""steam""]}"
ASC00032n8,6,28309534,0.46265697290152014,inscription,"[217, 445, 0, 0, 0, 0]","{""text""=>[""FIRE"", ""B1"", ""C"", ""Water tank system"", ""B2""]}"
ASC00032xb,7,28309560,0.4596191726854892,Page keywords,[],"[""hot-water circulation"", ""water circulation"", ""hot water"", ""hot water circulation"", ""diagram"", ""1843"", ""hot-water"", ""water"", ""circulation"", ""greenhouse"", ""compartment"", ""slide"", ""regulating"", ""current"", ""tank"", ""division""]"
ASC00032xb,7,28309560,0.4596191726854892,drawing,"[0, 0, 631, 598, 293, 194]","{""keywords""=>[""hot-water circulation"", ""water circulation"", ""hot water"", ""hot water circulation"", ""diagram"", ""1843"", ""hot-water"", ""water"", ""circulation"", ""greenhouse"", ""compartment"", ""slide"", ""regulating"", ""current"", ""tank"", ""division""]}"
ASC00032xh,7,28309561,0.4596191726854892,Page keywords,[],"[""Insect"", ""parasites"", ""scale insects"", ""Aspidotus ostreaeformis"", ""Pear-tree Oyster Scale"", ""insect ""]"
ASC00032xh,7,28309561,0.4596191726854892,drawing,"[0, 0, 27, 827, 289, 252]","{""keywords""=>[""Insect"", ""parasites"", ""scale insects"", ""Aspidotus ostreaeformis"", ""Pear-tree Oyster Scale"", ""insect ""]}"
ASC00032xh,7,28309561,0.4596191726854892,inscription,"[149, 983, 0, 0, 0, 0]","{""text""=>[""6"", ""O"", ""2"", ""3"", ""4"", ""5"", ""1""]}"
ASC00032xj,5,28309576,0.4608294930875576,Page keywords,[],"[""#plan"", ""potting shed"", ""gardening"", ""garden shed design"", ""tank-house"", ""diagram"", ""house"", ""shelves"", ""Plan"", ""design""]"
ASC00032xj,5,28309576,0.4608294930875576,drawing,"[0, 0, 370, 606, 565, 433]","{""keywords""=>[""#plan"", ""potting shed"", ""gardening"", ""garden shed design"", ""tank-house"", ""diagram"", ""house"", ""shelves"", ""Plan"", ""design""]}"
ASC00032xz,7,28309595,0.45992115637319314,Page keywords,[],"[""house"", ""hothouse"", ""floor plan"", ""map"", ""greenhouse"", ""orchids"", ""design"", ""Mr. Clowes"", ""Mr. Rucker""]"
ASC00032xz,7,28309595,0.45992115637319314,drawing,"[0, 0, 321, 93, 278, 1140]","{""keywords""=>[""house"", ""greenhouse"", ""orchids"", ""design"", ""Mr. Clowes"", ""Mr. Rucker""]}"
ASC00032xz,7,28309595,0.45992115637319314,drawing,"[0, 0, 607, 97, 290, 359]","{""keywords""=>[""hothouse"", ""greenhouse"", ""orchids"", ""design"", ""Mr. Clowes"", ""Mr. Rucker""]}"
ASC00032xz,7,28309595,0.45992115637319314,inscription,"[430, 195, 0, 0, 0, 0]","{""text""=>[""Potting Ahed"", ""Stoke Hole and Coal Place"", ""Furnace"", ""Boiler"", ""Stock hale and coat place"", ""Putting shed""]}"
ASC00032xz,7,28309595,0.45992115637319314,inscription,"[459, 705, 0, 0, 0, 0]","{""text""=>[""Pit"", ""Pipe"", ""Pier"", ""Path"", ""Water Tank""]}"
ASC00032y7,5,28309603,0.45916693998032143,Page keywords,[],"[""rain gauge"", ""rain-gauge"", ""garden rain water measuring gauge "", ""diagram"", ""funnel""]"
ASC00032y7,5,28309603,0.45916693998032143,drawing,"[0, 0, 471, 1121, 123, 227]","{""keywords""=>[""rain gauge"", ""rain-gauge"", ""garden rain water measuring gauge ""]}"
ASC00032se,7,28309617,0.4608294930875576,Page keywords,[],"[""insect pest"", ""entomology"", ""tree size"", ""1843"", ""Merquis"", ""Flintshire"", ""Entomology"", ""brown scale"", ""Size of trees at Merquis Flinshire planted in 1814"", ""trees"", ""dimensions"", ""scale"", ""encyrtus"", ""fly"", ""different scales""]"
ASC00032se,7,28309617,0.4608294930875576,drawing,"[0, 0, 88, 971, 284, 221]","{""keywords""=>[""insect pest"", ""entomology"", ""Entomology"", ""brown scale"", ""scale"", ""encyrtus"", ""fly"", ""different scales""]}"
ASC00032se,7,28309617,0.4608294930875576,chart,"[0, 0, 647, 189, 297, 201]","{""keywords""=>[""tree size"", ""1843"", ""Merquis"", ""Flintshire"", ""trees"", ""dimensions""]}"
ASC00032se,7,28309617,0.4608294930875576,species,"[263, 1066, 0, 0, 0, 0]","{""common""=>[""Small Brown Scale"", """"], ""scientific""=>[""Cocci - Aspidiotus Proteus nobis"", ""Aspidiolus Proteus, nobis"", ""Hymenoperrious fly""]}"
ASC00032ts,7,28309629,0.4608294930875576,Page keywords,[],"[""weekly imperial averages"", ""august"", ""september"", ""wheat"", ""barley"", ""oats"", ""rye"", ""beans"", ""peas"", ""arrivals"", ""english"", ""irish"", ""flour"", ""sheet glass"", ""1839-1843"", ""corn"", ""yield"", ""GRAINS"", ""WHEAT"", ""BARLEY"", ""OATS"", ""RYE"", ""FLOUR"", ""PRICES"", ""MARKET"", ""PRICING"", ""SHEET GLASS"", ""DEMAND""]"
ASC00032ts,7,28309629,0.4608294930875576,chart,"[0, 0, 61, 957, 296, 71]","{""keywords""=>[""weekly imperial averages"", ""august"", ""september"", ""wheat"", ""barley"", ""oats"", ""rye"", ""beans"", ""peas"", ""arrivals"", ""english"", ""irish"", ""flour"", ""sheet glass"", ""1839-1843"", ""corn"", ""yield""]}"
ASC00032ts,7,28309629,0.4608294930875576,chart,"[0, 0, 654, 358, 284, 87]","{""keywords""=>[""PRICING"", ""SHEET GLASS"", ""DEMAND""]}"
ASC00032ts,7,28309629,0.4608294930875576,chart,"[0, 0, 67, 824, 287, 244]","{""keywords""=>[""GRAINS"", ""WHEAT"", ""BARLEY"", ""OATS"", ""RYE"", ""FLOUR"", ""PRICES"", ""MARKET""]}"
ASC00032ue,8,28309633,0.4606778545574202,Page keywords,[],"[""Potting plants"", ""pyramidal trellis"", ""plant"", ""pot"", ""container plant"", ""basket"", ""potplant"", ""gardening""]"
ASC00032ue,8,28309633,0.4606778545574202,drawing,"[0, 0, 716, 741, 222, 402]","{""keywords""=>[""Potting plants"", ""pyramidal trellis"", ""plant"", ""pot"", ""container plant"", ""basket"", ""potplant"", ""gardening""]}"
ASC00032ve,5,28309651,0.45946832950443056,Page keywords,[],"[""structure"", ""heating system"", ""pine-pit"", ""plans"", ""diagram"", ""flue"", ""pipe"", ""underground chamber"", ""cold air"", ""vapour"", ""zinc trough"", ""boiler"", ""Pine-Pit"", ""heater"", ""hewell"", ""clive"", ""engineering"", ""furnace"", ""plan"", ""Hewell"", ""R. H. Clive"", ""architecture""]"
ASC00032ve,5,28309651,0.45946832950443056,drawing,"[0, 0, 377, 165, 571, 517]","{""keywords""=>[""structure"", ""heating system"", ""pine-pit"", ""plans"", ""diagram"", ""flue"", ""pipe"", ""underground chamber"", ""cold air"", ""vapour"", ""zinc trough"", ""boiler"", ""Pine-Pit"", ""heater"", ""hewell"", ""clive"", ""engineering"", ""furnace"", ""plan"", ""Hewell"", ""R. H. Clive"", ""architecture""]}"
ASC00032v9,6,28309654,0.4608294930875576,Page keywords,[],"[""flower"", ""orchid"", ""intermixed"", ""Orchid"", ""plant""]"
ASC00032v9,6,28309654,0.4608294930875576,drawing,"[0, 0, 610, 421, 304, 537]","{""keywords""=>[""flower"", ""orchid"", ""intermixed""]}"
ASC00032vr,8,28309662,0.45901639344262296,Page keywords,[],"[""horticulture"", ""gardening"", ""hothouse"", ""greenhouse"", ""conservatory"", ""london"", ""pavillion"", ""conservatories"", ""building"", ""table"", ""hothouses""]"
ASC00032vr,8,28309662,0.45901639344262296,drawing,"[0, 0, 615, 344, 270, 176]","{""keywords""=>[""horticulture"", ""gardening"", ""hothouse"", ""greenhouse"", ""conservatory"", ""london"", ""pavillion"", ""conservatories"", ""building"", ""hothouses""]}"
ASC00032vw,6,28309666,0.4596191726854892,Page keywords,[],"[""Ear of corn"", ""archeology"", ""wheat\r\n"", ""wheat"", ""egypt"", ""mummy"", ""pharaoh"", ""corn"", ""mummy wheat""]"
ASC00032vw,6,28309666,0.4596191726854892,drawing,"[0, 0, 793, 712, 110, 485]","{""keywords""=>[""Ear of corn"", ""archeology"", ""wheat\r\n"", ""wheat"", ""egypt"", ""mummy"", ""pharaoh"", ""corn"", ""mummy wheat""]}"
