TitleID,ItemID,PageID,HasImage,ZooID
51125,108495,34891651,YES,ASC0001ew6
51125,108495,34891652,YES,ASC0001ewz
51125,108495,34891653,NO,ASC0001etj
51125,108495,34891654,NO,ASC0001eyb
51125,108495,34891655,NO,ASC0001ewb
51125,108495,34891656,NO,ASC0001evn
51125,108495,34891657,NO,ASC0001ezz
51125,108495,34891658,NO,ASC0001exf
51125,108495,34891659,NO,ASC0001exb
51125,108495,34891660,NO,ASC0001f06
51125,108495,34891661,NO,ASC0001eu3
51125,108495,34891662,YES,ASC0001dzo
51125,108495,34891663,NO,ASC0001ev9
51125,108495,34891664,NO,ASC0001eik
51125,108495,34891665,YES,ASC0001ear
51125,108495,34891666,NO,ASC0001es7
51125,108495,34891667,NO,ASC0001edu
51125,108495,34891668,YES,ASC0001evi
51125,108495,34891669,NO,ASC0001evr
51125,108495,34891670,NO,ASC0001ewx
51125,108495,34891671,NO,ASC0001ex2
51125,108495,34891672,NO,ASC0001ez0
51125,108495,34891673,NO,ASC0001etc
51125,108495,34891674,NO,ASC0001euu
51125,108495,34891675,NO,ASC0001ey9
51125,108495,34891676,NO,ASC0001et6
51125,108495,34891677,NO,ASC0001etg
51125,108495,34891678,YES,ASC0001esn
51125,108495,34891679,NO,ASC0001ey2
51125,108495,34891680,NO,ASC0001eth
51125,108495,34891681,NO,ASC0001f0h
51125,108495,34891682,NO,ASC0001f0q
51125,108495,34891683,NO,ASC0001eun
51125,108495,34891684,NO,ASC0001ewf
51125,108495,34891685,NO,ASC0001evb
51125,108495,34891686,NO,ASC0001exm
51125,108495,34891687,NO,ASC0001ewt
51125,108495,34891688,NO,ASC0001ex1
51125,108495,34891689,NO,ASC0001eyj
51125,108495,34891690,NO,ASC0001f43
51125,108495,34891691,NO,ASC0001f6j
51125,108495,34891692,NO,ASC0001ewr
51125,108495,34891693,NO,ASC0001erl
51125,108495,34891694,NO,ASC0001eyl
51125,108495,34891695,NO,ASC0001ezq
51125,108495,34891696,NO,ASC0001ev6
51125,108495,34891697,YES,ASC0001eyn
51125,108495,34891698,NO,ASC0001exh
51125,108495,34891699,YES,ASC0001epm
51125,108495,34891700,NO,ASC0001euk
51125,108495,34891701,YES,ASC0001egd
51125,108495,34891702,NO,ASC0001f1r
51125,108495,34891703,NO,ASC0001eio
51125,108495,34891704,NO,ASC0001ex8
51125,108495,34891705,YES,ASC0001ex6
51125,108495,34891706,NO,ASC0001eo9
51125,108495,34891707,NO,ASC0001eof
51125,108495,34891708,NO,ASC0001ev3
51125,108495,34891709,NO,ASC0001ezg
51125,108495,34891710,NO,ASC0001ewy
51125,108495,34891711,NO,ASC0001exl
51125,108495,34891712,NO,ASC0001evw
51125,108495,34891713,NO,ASC0001ez2
51125,108495,34891714,NO,ASC0001ezr
51125,108495,34891715,NO,ASC0001ev4
51125,108495,34891716,NO,ASC0001f1f
51125,108495,34891717,NO,ASC0001evs
51125,108495,34891718,YES,ASC0001elj
51125,108495,34891719,NO,ASC0001ewe
51125,108495,34891720,YES,ASC0001e5a
51125,108495,34891721,NO,ASC0001ey8
51125,108495,34891722,NO,ASC0001eyh
51125,108495,34891723,YES,ASC0001evh
51125,108495,34891724,NO,ASC0001exs
51125,108495,34891725,NO,ASC0001f2n
51125,108495,34891726,NO,ASC0001et5
51125,108495,34891727,NO,ASC0001evk
51125,108495,34891728,NO,ASC0001exd
51125,108495,34891729,YES,ASC0001ev7
51125,108495,34891730,NO,ASC0001esx
51125,108495,34891731,YES,ASC0001ehe
51125,108495,34891732,NO,ASC0001eze
51125,108495,34891733,NO,ASC0001egm
51125,108495,34891734,NO,ASC0001exw
51125,108495,34891735,NO,ASC0001ezx
51125,108495,34891736,NO,ASC0001esp
51125,108495,34891737,NO,ASC0001ena
51125,108495,34891738,NO,ASC0001eux
51125,108495,34891739,YES,ASC0001eyr
51125,108495,34891740,NO,ASC0001ekp
51125,108495,34891741,YES,ASC0001ec9
51125,108495,34891742,NO,ASC0001edn
51125,108495,34891743,NO,ASC0001ea0
51125,108495,34891744,NO,ASC0001eto
51125,108495,34891745,NO,ASC0001eyg
51125,108495,34891746,NO,ASC0001ew1
51125,108495,34891747,NO,ASC0001eqp
51125,108495,34891748,NO,ASC0001ema
51125,108495,34891749,NO,ASC0001enj
51125,108495,34891750,NO,ASC0001f8f
51125,108495,34891751,NO,ASC0001f76
51125,108495,34891752,NO,ASC0001es5
51125,108495,34891753,NO,ASC0001eve
51125,108495,34891754,NO,ASC0001eyp
51125,108495,34891755,NO,ASC0001eug
51125,108495,34891756,NO,ASC0001f2p
51125,108495,34891757,NO,ASC0001ewk
51125,108495,34891758,YES,ASC0001f0n
51125,108495,34891759,YES,ASC0001eut
51125,108495,34891760,NO,ASC0001ewd
51125,108495,34891761,YES,ASC0001f03
51125,108495,34891762,YES,ASC0001f4a
51125,108495,34891763,NO,ASC0001eua
51125,108495,34891764,NO,ASC0001f2o
51125,108495,34891765,NO,ASC0001ezu
51125,108495,34891766,NO,ASC0001euz
51125,108495,34891767,NO,ASC0001eyo
51125,108495,34891768,NO,ASC0001f2b
51125,108495,34891769,NO,ASC0001ezy
51125,108495,34891770,NO,ASC0001ezc
51125,108495,34891771,YES,ASC0001et7
51125,108495,34891772,NO,ASC0001f08
51125,108495,34891773,NO,ASC0001ezs
51125,108495,34891774,NO,ASC0001ex4
51125,108495,34891775,NO,ASC0001exa
51125,108495,34891776,NO,ASC0001ez7
51125,108495,34891777,NO,ASC0001ez5
51125,108495,34891778,NO,ASC0001f12
51125,108495,34891779,NO,ASC0001ezn
51125,108495,34891780,NO,ASC0001f01
51125,108495,34891781,NO,ASC0001ezw
51125,108495,34891782,NO,ASC0001et4
51125,108495,34891783,NO,ASC0001ez9
51125,108495,34891784,NO,ASC0001f00
51125,108495,34891785,NO,ASC0001ezv
51125,108495,34891786,NO,ASC0001ew5
51125,108495,34891787,NO,ASC0001ewo
51125,108495,34891788,NO,ASC0001eyq
51125,108495,34891789,NO,ASC0001eso
51125,108495,34891790,NO,ASC0001eul
51125,108495,34891791,NO,ASC0001exu
51125,108495,34891792,NO,ASC0001f0d
51125,108495,34891793,NO,ASC0001exe
51125,108495,34891794,NO,ASC0001f4k
51125,108495,34891795,NO,ASC0001f0r
51125,108495,34891796,NO,ASC0001ezk
51125,108495,34891797,NO,ASC0001etr
51125,108495,34891798,NO,ASC0001f0k
51125,108495,34891799,NO,ASC0001ez4
51125,108495,34891800,NO,ASC0001f1a
51125,108495,34891801,NO,ASC0001ezj
51125,108495,34891802,NO,ASC0001f11
51125,108495,34891803,NO,ASC0001exk
51125,108495,34891804,YES,ASC0001f1g
51125,108495,34891805,NO,ASC0001eya
51125,108495,34891806,NO,ASC0001ew3
51125,108495,34891807,NO,ASC0001eyi
51125,108495,34891808,NO,ASC0001eyz
51125,108495,34891809,NO,ASC0001f1h
51125,108495,34891810,YES,ASC0001f2k
51125,108495,34891811,NO,ASC0001ez3
51125,108495,34891812,NO,ASC0001ey5
51125,108495,34891813,NO,ASC0001f2m
51125,108495,34891814,NO,ASC0001f1p
51125,108495,34891815,NO,ASC0001f1o
51125,108495,34891816,NO,ASC0001f35
51125,108495,34891817,NO,ASC0001exj
51125,108495,34891818,NO,ASC0001f0j
51125,108495,34891819,NO,ASC0001ez1
51125,108495,34891820,NO,ASC0001ewh
51125,108495,34891821,NO,ASC0001ezb
51125,108495,34891822,NO,ASC0001f5s
51125,108495,34891823,NO,ASC0001et1
51125,108495,34891824,NO,ASC0001f42
51125,108495,34891825,NO,ASC0001f1z
51125,108495,34891826,NO,ASC0001f2s
51125,108495,34891827,NO,ASC0001f10
51125,108495,34891828,NO,ASC0001f2j
51125,108495,34891829,NO,ASC0001f14
51125,108495,34891830,NO,ASC0001ezf
51125,108495,34891831,NO,ASC0001eyu
51125,108495,34891832,NO,ASC0001exp
51125,108495,34891833,YES,ASC0001evf
51125,108495,34891834,NO,ASC0001f3y
51125,108495,34891835,NO,ASC0001f27
51125,108495,34891836,NO,ASC0001evu
51125,108495,34891837,NO,ASC0001exx
51125,108495,34891838,NO,ASC0001ew7
51125,108495,34891839,NO,ASC0001f24
51125,108495,34891840,NO,ASC0001f38
51125,108495,34891841,NO,ASC0001eys
51125,108495,34891842,NO,ASC0001ezt
51125,108495,34891843,NO,ASC0001ezi
51125,108495,34891844,YES,ASC0001f2t
51125,108495,34891845,YES,ASC0001f25
51125,108495,34891846,NO,ASC0001exz
51125,108495,34891847,NO,ASC0001f1c
51125,108495,34891848,NO,ASC0001eyy
51125,108495,34891849,NO,ASC0001ewu
51125,108495,34891850,NO,ASC0001f0e
51125,108495,34891851,NO,ASC0001f58
51125,108495,34891852,YES,ASC0001f0a
51125,108495,34891853,NO,ASC0001f4n
51125,108495,34891854,YES,ASC0001f1v
51125,108495,34891855,YES,ASC0001ez6
51125,108495,34891856,NO,ASC0001f0i
51125,108495,34891857,NO,ASC0001f0l
51125,108495,34891858,NO,ASC0001f2v
51125,108495,34891859,NO,ASC0001f0o
51125,108495,34891860,NO,ASC0001f0f
51125,108495,34891861,NO,ASC0001f1y
51125,108495,34891862,NO,ASC0001eyx
51125,108495,34891863,NO,ASC0001f2u
51125,108495,34891864,YES,ASC0001f0m
51125,108495,34891865,NO,ASC0001f17
51125,108495,34891866,NO,ASC0001ev1
51125,108495,34891867,NO,ASC0001f1s
51125,108495,34891868,NO,ASC0001f3t
51125,108495,34891869,NO,ASC0001f66
51125,108495,34891870,NO,ASC0001f07
51125,108495,34891871,NO,ASC0001exn
51125,108495,34891872,NO,ASC0001f09
51125,108495,34891873,NO,ASC0001exo
51125,108495,34891874,NO,ASC0001f19
51125,108495,34891875,NO,ASC0001ex9
51125,108495,34891876,NO,ASC0001ewp
51125,108495,34891877,NO,ASC0001f3n
51125,108495,34891878,YES,ASC0001f6e
51125,108495,34891879,NO,ASC0001f3g
51125,108495,34891880,YES,ASC0001exi
51125,108495,34891881,NO,ASC0001f3e
51125,108495,34891882,NO,ASC0001f05
51125,108495,34891883,NO,ASC0001etx
51125,108495,34891884,NO,ASC0001f4b
51125,108495,34891885,NO,ASC0001f0x
51125,108495,34891886,YES,ASC0001f3x
51125,108495,34891887,NO,ASC0001f2a
51125,108495,34891888,NO,ASC0001eyc
51125,108495,34891889,NO,ASC0001f4e
51125,108495,34891890,NO,ASC0001f1w
51125,108495,34891891,NO,ASC0001f53
51125,108495,34891892,NO,ASC0001f29
51125,108495,34891893,NO,ASC0001f3u
51125,108495,34891894,NO,ASC0001eww
51125,108495,34891895,NO,ASC0001f04
51125,108495,34891896,NO,ASC0001ewv
51125,108495,34891897,NO,ASC0001f61
51125,108495,34891898,NO,ASC0001f3z
51125,108495,34891899,NO,ASC0001f5b
51125,108495,34891900,NO,ASC0001f0w
51125,108495,34891901,NO,ASC0001f0s
51125,108495,34891902,NO,ASC0001f5h
51125,108495,34891903,NO,ASC0001f41
51125,108495,34891904,YES,ASC0001elb
51125,108495,34891905,YES,ASC0001f15
51125,108495,34891906,NO,ASC0001f1t
51125,108495,34891907,NO,ASC0001ehf
51125,108495,34891908,NO,ASC0001f2l
51125,108495,34891909,NO,ASC0001f16
51125,108495,34891910,YES,ASC0001f5k
51125,108495,34891911,NO,ASC0001f6r
51125,108495,34891912,NO,ASC0001f2q
51125,108495,34891913,YES,ASC0001f20
51125,108495,34891914,NO,ASC0001f2w
51125,108495,34891915,NO,ASC0001f1x
51125,108495,34891916,NO,ASC0001f3q
51125,108495,34891917,NO,ASC0001f5i
51125,108495,34891918,NO,ASC0001f1e
51125,108495,34891919,NO,ASC0001f52
51125,108495,34891920,YES,ASC0001f5v
51125,108495,34891921,NO,ASC0001f3k
51125,108495,34891922,NO,ASC0001f2r
51125,108495,34891923,NO,ASC0001f4z
51125,108495,34891924,NO,ASC0001f4l
51125,108495,34891925,NO,ASC0001eym
51125,108495,34891926,NO,ASC0001f57
51125,108495,34891927,NO,ASC0001f51
51125,108495,34891928,NO,ASC0001f26
51125,108495,34891929,NO,ASC0001f4i
51125,108495,34891930,NO,ASC0001f3a
51125,108495,34891931,NO,ASC0001f1k
51125,108495,34891932,NO,ASC0001f02
51125,108495,34891933,NO,ASC0001f3m
51125,108495,34891934,NO,ASC0001ey1
51125,108495,34891935,NO,ASC0001ezo
51125,108495,34891936,NO,ASC0001ev2
51125,108495,34891937,NO,ASC0001f2g
51125,108495,34891938,NO,ASC0001exr
51125,108495,34891939,NO,ASC0001f18
51125,108495,34891940,NO,ASC0001ez8
51125,108495,34891941,NO,ASC0001ew9
51125,108495,34891942,NO,ASC0001exg
51125,108495,34891943,NO,ASC0001eyf
51125,108495,34891944,NO,ASC0001f0b
51125,108495,34891945,NO,ASC0001f5a
51125,108495,34891946,NO,ASC0001f3d
51125,108495,34891947,NO,ASC0001f6i
51125,108495,34891948,NO,ASC0001f1l
51125,108495,34891949,NO,ASC0001f0y
51125,108495,34891950,NO,ASC0001f4g
51125,108495,34891951,NO,ASC0001f2z
51125,108495,34891952,NO,ASC0001f1j
51125,108495,34891953,NO,ASC0001f3f
51125,108495,34891954,NO,ASC0001f7a
51125,108495,34891955,NO,ASC0001f6q
51125,108495,34891956,NO,ASC0001f47
51125,108495,34891957,NO,ASC0001f6s
51125,108495,34891958,NO,ASC0001f34
51125,108495,34891959,NO,ASC0001f48
51125,108495,34891960,NO,ASC0001f1n
51125,108495,34891961,NO,ASC0001f2f
51125,108495,34891962,NO,ASC0001f39
51125,108495,34891963,NO,ASC0001f5u
51125,108495,34891964,NO,ASC0001f5r
51125,108495,34891965,NO,ASC0001f5d
51125,108495,34891966,NO,ASC0001f1m
51125,108495,34891967,NO,ASC0001f67
51125,108495,34891968,NO,ASC0001f8x
51125,108495,34891969,NO,ASC0001f0v
51125,108495,34891970,NO,ASC0001f0u
51125,108495,34891971,NO,ASC0001f7f
51125,108495,34891972,NO,ASC0001f3i
51125,108495,34891973,NO,ASC0001f8h
51125,108495,34891974,NO,ASC0001ex0
51125,108495,34891975,NO,ASC0001er4
51125,108495,34891976,NO,ASC0001f0c
51125,108495,34891977,NO,ASC0001f40
51125,108495,34891978,NO,ASC0001f6g
51125,108495,34891979,NO,ASC0001f59
51125,108495,34891980,NO,ASC0001f6a
51125,108495,34891981,NO,ASC0001f44
51125,108495,34891982,NO,ASC0001f8e
51125,108495,34891983,NO,ASC0001f5j
51125,108495,34891984,NO,ASC0001f69
51125,108495,34891985,NO,ASC0001f4u
51125,108495,34891986,NO,ASC0001fbk
51125,108495,34891987,NO,ASC0001f8q
51125,108495,34891988,NO,ASC0001ezh
51125,108495,34891989,NO,ASC0001f3v
51125,108495,34891990,NO,ASC0001f1q
51125,108495,34891991,NO,ASC0001f0t
51125,108495,34891992,NO,ASC0001f2y
51125,108495,34891993,NO,ASC0001f0z
51125,108495,34891994,NO,ASC0001f7n
51125,108495,34891995,NO,ASC0001evm
51125,108495,34891996,NO,ASC0001fce
51125,108495,34891997,NO,ASC0001fba
51125,108495,34891998,NO,ASC0001fcj
51125,108495,34891999,NO,ASC0001fe3
51125,108495,34892000,NO,ASC0001f50
51125,108495,34892001,NO,ASC0001f2h
51125,108495,34892002,NO,ASC0001f5o
51125,108495,34892003,NO,ASC0001f28
51125,108495,34892004,NO,ASC0001f0g
51125,108495,34892005,NO,ASC0001f31
51125,108495,34892006,NO,ASC0001f86
51125,108495,34892007,NO,ASC0001f3s
51125,108495,34892008,NO,ASC0001f7b
51125,108495,34892009,NO,ASC0001f4x
51125,108495,34892010,NO,ASC0001f97
51125,108495,34892011,NO,ASC0001f5z
51125,108495,34892012,NO,ASC0001f54
51125,108495,34892013,NO,ASC0001f30
51125,108495,34892014,NO,ASC0001f7l
51125,108495,34892015,NO,ASC0001f9t
51125,108495,34892016,NO,ASC0001f6u
51125,108495,34892017,NO,ASC0001ext
51125,108495,34892018,NO,ASC0001f5f
51125,108495,34892019,NO,ASC0001f3j
51125,108495,34892020,NO,ASC0001f3w
51125,108495,34892021,NO,ASC0001f36
51125,108495,34892022,NO,ASC0001f6n
51125,108495,34892023,NO,ASC0001f8u
51125,108495,34892024,NO,ASC0001f4d
51125,108495,34892025,NO,ASC0001f9k
51125,108495,34892026,NO,ASC0001ey4
51125,108495,34892027,NO,ASC0001f5e
51125,108495,34892028,NO,ASC0001f6f
51125,108495,34892029,YES,ASC0001f6l
51125,108495,34892030,NO,ASC0001f7j
51125,108495,34892031,NO,ASC0001f6z
51125,108495,34892032,NO,ASC0001ezm
51125,108495,34892033,NO,ASC0001f7u
51125,108495,34892034,NO,ASC0001f80
51125,108495,34892035,NO,ASC0001f5t
51125,108495,34892036,NO,ASC0001f5c
51125,108495,34892037,NO,ASC0001f99
51125,108495,34892038,NO,ASC0001f8a
51125,108495,34892039,NO,ASC0001f13
51125,108495,34892040,NO,ASC0001f22
51125,108495,34892041,NO,ASC0001f7c
51125,108495,34892042,NO,ASC0001fah
51125,108495,34892043,NO,ASC0001f9o
51125,108495,34892044,NO,ASC0001fa2
51125,108495,34892045,NO,ASC0001f6k
51125,108495,34892046,NO,ASC0001f8r
51125,108495,34892047,NO,ASC0001f23
51125,108495,34892048,NO,ASC0001f79
51125,108495,34892049,NO,ASC0001f56
51125,108495,34892050,NO,ASC0001fb8
51125,108495,34892051,NO,ASC0001f33
51125,108495,34892052,NO,ASC0001f45
51125,108495,34892053,NO,ASC0001f7h
51125,108495,34892054,NO,ASC0001f4c
51125,108495,34892055,NO,ASC0001f65
51125,108495,34892056,NO,ASC0001f4f
51125,108495,34892057,NO,ASC0001f6m
51125,108495,34892058,NO,ASC0001f0p
51125,108495,34892059,NO,ASC0001f6t
51125,108495,34892060,NO,ASC0001f9a
51125,108495,34892061,NO,ASC0001f46
51125,108495,34892062,NO,ASC0001f62
51125,108495,34892063,NO,ASC0001f3p
51125,108495,34892064,NO,ASC0001f9l
51125,108495,34892065,NO,ASC0001fai
51125,108495,34892066,NO,ASC0001f72
51125,108495,34892067,NO,ASC0001f4m
51125,108495,34892068,NO,ASC0001f8m
51125,108495,34892069,NO,ASC0001f9x
51125,108495,34892070,NO,ASC0001f1i
51125,108495,34892071,NO,ASC0001f4s
51125,108495,34892072,NO,ASC0001ezd
51125,108495,34892073,YES,ASC0001f8i
51125,108495,34892074,NO,ASC0001f2d
51125,108495,34892075,YES,ASC0001f2e
51125,108495,34892076,YES,ASC0001f63
51125,108495,34892077,NO,ASC0001f1b
51125,108495,34892078,NO,ASC0001f9z
51125,108495,34892079,YES,ASC0001f9v
51125,108495,34892080,NO,ASC0001f37
51125,108495,34892081,NO,ASC0001f5x
51125,108495,34892082,NO,ASC0001f4w
51125,108495,34892083,NO,ASC0001f87
51125,108495,34892084,NO,ASC0001f9f
51125,108495,34892085,NO,ASC0001f64
51125,108495,34892086,NO,ASC0001fak
51125,108495,34892087,NO,ASC0001f5w
51125,108495,34892088,NO,ASC0001f5m
51125,108495,34892089,YES,ASC0001fa6
51125,108495,34892090,NO,ASC0001f6o
51125,108495,34892091,NO,ASC0001f6w
51125,108495,34892092,NO,ASC0001f4o
51125,108495,34892093,YES,ASC0001f9h
51125,108495,34892094,NO,ASC0001f9s
51125,108495,34892095,NO,ASC0001fa5
51125,108495,34892096,NO,ASC0001fbl
51125,108495,34892097,YES,ASC0001f93
51125,108495,34892098,NO,ASC0001emd
51125,108495,34892099,NO,ASC0001eo8
51125,108495,34892100,NO,ASC0001f9n
51125,108495,34892101,NO,ASC0001ejm
51125,108495,34892102,NO,ASC0001fas
51125,108495,34892103,NO,ASC0001f7o
51125,108495,34892104,NO,ASC0001f9i
51125,108495,34892105,NO,ASC0001fa0
51125,108495,34892106,NO,ASC0001f8p
51125,108495,34892107,NO,ASC0001f32
51125,108495,34892108,NO,ASC0001f7v
51125,108495,34892109,NO,ASC0001f49
51125,108495,34892110,NO,ASC0001f7e
51125,108495,34892111,NO,ASC0001f7r
51125,108495,34892112,NO,ASC0001f3o
51125,108495,34892113,NO,ASC0001f60
51125,108495,34892114,NO,ASC0001fbi
51125,108495,34892115,NO,ASC0001far
51125,108495,34892116,NO,ASC0001f73
51125,108495,34892117,NO,ASC0001fao
51125,108495,34892118,NO,ASC0001fau
51125,108495,34892119,NO,ASC0001f9e
51125,108495,34892120,NO,ASC0001f85
51125,108495,34892121,NO,ASC0001f8g
51125,108495,34892122,YES,ASC0001f9q
51125,108495,34892123,NO,ASC0001f89
51125,108495,34892124,NO,ASC0001f8v
51125,108495,34892125,NO,ASC0001f74
51125,108495,34892126,NO,ASC0001f7t
51125,108495,34892127,NO,ASC0001fbd
51125,108495,34892128,NO,ASC0001f4q
51125,108495,34892129,YES,ASC0001f3b
51125,108495,34892130,NO,ASC0001f7w
51125,108495,34892131,YES,ASC0001f6x
51125,108495,34892132,NO,ASC0001f6y
51125,108495,34892133,YES,ASC0001fb2
51125,108495,34892134,NO,ASC0001f9y
51125,108495,34892135,NO,ASC0001fad
51125,108495,34892136,YES,ASC0001fb4
51125,108495,34892137,YES,ASC0001f8b
51125,108495,34892138,NO,ASC0001fbh
51125,108495,34892139,NO,ASC0001fbr
51125,108495,34892140,NO,ASC0001f9c
51125,108495,34892141,NO,ASC0001f68
51125,108495,34892142,NO,ASC0001f84
51125,108495,34892143,YES,ASC0001f70
51125,108495,34892144,NO,ASC0001fa1
51125,108495,34892145,NO,ASC0001fbq
51125,108495,34892146,NO,ASC0001f4r
51125,108495,34892147,YES,ASC0001fa4
51125,108495,34892148,NO,ASC0001fbw
51125,108495,34892149,NO,ASC0001f5q
51125,108495,34892150,YES,ASC0001f8s
51125,108495,34892151,NO,ASC0001fag
51125,108495,34892152,NO,ASC0001f5n
51125,108495,34892153,NO,ASC0001f7y
51125,108495,34892154,NO,ASC0001f92
51125,108495,34892155,NO,ASC0001f7g
51125,108495,34892156,NO,ASC0001f9b
51125,108495,34892157,NO,ASC0001f88
51125,108495,34892158,NO,ASC0001f6c
51125,108495,34892159,YES,ASC0001f8k
51125,108495,34892160,NO,ASC0001f6h
51125,108495,34892161,YES,ASC0001f9d
51125,108495,34892162,NO,ASC0001fb0
51125,108495,34892163,NO,ASC0001en5
51125,108495,34892164,NO,ASC0001f81
51125,108495,34892165,NO,ASC0001f94
51125,108495,34892166,NO,ASC0001fa8
51125,108495,34892167,NO,ASC0001fb6
51125,108495,34892168,NO,ASC0001f9j
